contract_id,ano_mes,bank,product_id,location_id,units,financed_amount,outstanding_balance,dpd,delinquent_amount_30p,risk_score
C202506-BA-002728,202506,Banco Shield,1009.0,503,1,0.0,0.0,0,0.0,0.0533
C202506-BA-002729,202506,Banco Shield,1003.0,505,1,7145.58,6539.24,0,0.0,0.1016
C202506-BA-002730,202506,Banco Shield,1002.0,514,1,555.8,560.19,0,0.0,0.085
C202506-BA-002731,202506,Banco Shield,1011.0,511,1,42992.79,26044.0,0,0.0,0.0986
C202506-BA-002732,202506,Banco Shield,1015.0,503,1,3080.88,2306.4,0,0.0,0.0393
C202506-BA-002733,202506,Banco Shield,1003.0,507,1,7028.31,4693.23,0,0.0,0.0763
C202506-BA-002734,202506,Banco Shield,1004.0,513,1,0.0,0.0,5,0.0,0.0695
C202506-BA-002735,202506,Banco Shield,1002.0,510,1,1191.75,900.02,0,0.0,0.0892
C202506-BA-002736,202506,Banco Shield,1004.0,503,1,0.0,0.0,0,0.0,0.0325
C202506-BA-002737,202506,Banco Shield,1009.0,507,1,0.0,0.0,0,0.0,0.126
C202506-BA-002738,202506,Banco Shield,1001.0,515,1,0.0,0.0,0,0.0,0.063
C202506-BA-002739,202506,Banco Shield,1001.0,504,1,0.0,0.0,0,0.0,0.1164
C202506-BA-002740,202506,Banco Shield,1004.0,512,1,0.0,0.0,0,0.0,0.0437
C202506-BA-002741,202506,Banco Shield,1007.0,515,1,13358.58,14016.62,0,0.0,0.1451
C202506-BA-002742,202506,Banco Shield,1010.0,512,1,38310.55,38764.89,0,0.0,0.0703
C202506-BA-002743,202506,Banco Shield,1009.0,501,1,0.0,0.0,0,0.0,0.1254
C202506-BA-002744,202506,Banco Shield,1003.0,505,1,7866.33,5024.27,0,0.0,0.1306
C202506-BA-002745,202506,Banco Shield,1005.0,510,1,45636.77,33685.85,0,0.0,0.0754
C202506-BA-002746,202506,Banco Shield,1007.0,514,1,12542.03,12562.16,5,0.0,0.0891
C202506-BA-002747,202506,Banco Shield,1013.0,514,1,21778.7,20189.66,0,0.0,0.0561
C202506-BA-002748,202506,Banco Shield,1009.0,515,1,0.0,0.0,0,0.0,0.0838
C202506-BA-002749,202506,Banco Shield,1006.0,504,1,3295.56,3282.47,0,0.0,0.091
C202506-BA-002750,202506,Banco Shield,1002.0,514,1,1014.08,1025.57,0,0.0,0.0872
C202506-BA-002751,202506,Banco Shield,1016.0,507,1,12794.21,12885.09,0,0.0,0.0889
C202506-BA-002752,202506,Banco Shield,1018.0,515,1,4040.85,2651.52,0,0.0,0.0397
C202506-BA-002753,202506,Banco Shield,1020.0,505,1,19926.94,14596.69,0,0.0,0.0828
C202506-BA-002754,202506,Banco Shield,1005.0,502,1,49622.32,34527.99,0,0.0,0.0918
C202506-BA-002755,202506,Banco Shield,1012.0,502,1,0.0,0.0,0,0.0,0.0625
C202506-BA-002756,202506,Banco Shield,1005.0,511,1,19448.33,17490.65,0,0.0,0.0869
C202506-BA-002757,202506,Banco Shield,1005.0,504,1,40371.08,37936.93,0,0.0,0.0627
C202506-BA-002758,202506,Banco Shield,1018.0,512,1,3426.63,2694.85,0,0.0,0.0953
C202506-BA-002759,202506,Banco Shield,1017.0,501,1,795.96,608.91,0,0.0,0.0607
C202506-BA-002760,202506,Banco Shield,1013.0,515,1,27746.11,18010.02,0,0.0,0.046
C202506-HI-002761,202506,Hidra,1012.0,508,1,0.0,0.0,0,0.0,0.1129
C202506-HI-002762,202506,Hidra,1019.0,501,1,4218.14,4274.85,0,0.0,0.1787
C202506-HI-002763,202506,Hidra,1005.0,505,1,35881.97,25149.1,0,0.0,0.0916
C202506-HI-002764,202506,Hidra,1009.0,508,1,0.0,0.0,0,0.0,0.1553
C202506-HI-002765,202506,Hidra,1017.0,509,1,1056.96,692.63,0,0.0,0.1099
C202506-HI-002766,202506,Hidra,1007.0,513,1,10534.82,6865.39,0,0.0,0.1558
C202506-HI-002767,202506,Hidra,1003.0,506,1,18067.1,17859.11,0,0.0,0.2161
C202506-HI-002768,202506,Hidra,1013.0,502,1,27222.94,27726.8,0,0.0,0.2086
C202506-HI-002769,202506,Hidra,1016.0,514,1,13081.84,11666.61,0,0.0,0.0916
C202506-HI-002770,202506,Hidra,1008.0,506,1,13663.53,11604.54,0,0.0,0.1324
C202506-HI-002771,202506,Hidra,1016.0,504,1,13690.58,13374.6,0,0.0,0.1851
C202506-HI-002772,202506,Hidra,1002.0,502,1,350.76,322.6,0,0.0,0.1078
C202506-HI-002773,202506,Hidra,1017.0,513,1,810.02,594.32,0,0.0,0.109
C202506-HI-002774,202506,Hidra,1001.0,514,1,0.0,0.0,0,0.0,0.1651
C202506-HI-002775,202506,Hidra,1003.0,513,1,9881.67,6632.97,0,0.0,0.1395
C202506-HI-002776,202506,Hidra,1004.0,514,1,0.0,0.0,10,0.0,0.1465
C202506-HI-002777,202506,Hidra,1019.0,514,1,5054.89,4504.5,0,0.0,0.1345
C202506-HI-002778,202506,Hidra,1017.0,504,1,723.39,678.69,5,0.0,0.1757
C202506-HI-002779,202506,Hidra,1004.0,511,1,0.0,0.0,0,0.0,0.1054
C202506-HI-002780,202506,Hidra,1016.0,509,1,19694.69,14187.4,0,0.0,0.1722
C202506-HI-002781,202506,Hidra,1001.0,504,1,0.0,0.0,0,0.0,0.158
C202506-HI-002782,202506,Hidra,1001.0,509,1,0.0,0.0,0,0.0,0.1713
C202506-HI-002783,202506,Hidra,1009.0,506,1,0.0,0.0,0,0.0,0.1949
C202506-HI-002784,202506,Hidra,1018.0,501,1,3560.35,3355.95,0,0.0,0.1342
C202506-HI-002785,202506,Hidra,1012.0,508,1,0.0,0.0,0,0.0,0.1122
C202506-HI-002786,202506,Hidra,1015.0,508,1,4897.76,3669.34,0,0.0,0.0901
C202506-HI-002787,202506,Hidra,1013.0,508,1,28617.39,26282.18,0,0.0,0.1831
C202506-HI-002788,202506,Hidra,1014.0,503,1,34805.77,26074.12,0,0.0,0.1285
C202506-HI-002789,202506,Hidra,1012.0,506,1,0.0,0.0,0,0.0,0.1544
C202506-HI-002790,202506,Hidra,1005.0,515,1,28887.15,24605.46,0,0.0,0.0744
C202506-HI-002791,202506,Hidra,1019.0,505,1,4107.28,3905.96,10,0.0,0.121
C202506-HI-002792,202506,Hidra,1017.0,505,1,921.79,800.35,0,0.0,0.1547
C202506-HI-002793,202506,Hidra,1008.0,502,1,11372.88,9121.27,0,0.0,0.0674
C202506-HI-002794,202506,Hidra,1013.0,513,1,50022.07,41909.58,0,0.0,0.1013
C202506-HI-002795,202506,Hidra,1004.0,506,1,0.0,0.0,0,0.0,0.204
C202506-HI-002796,202506,Hidra,1004.0,503,1,0.0,0.0,0,0.0,0.0484
C202506-HI-002797,202506,Hidra,1001.0,503,1,0.0,0.0,0,0.0,0.1818
C202506-HI-002798,202506,Hidra,1002.0,510,1,564.25,423.03,0,0.0,0.0992
C202506-HI-002799,202506,Hidra,1005.0,504,1,39199.4,23747.27,0,0.0,0.0941
C202506-HI-002800,202506,Hidra,1010.0,513,1,28775.58,20449.55,0,0.0,0.116
C202506-HI-002801,202506,Hidra,1009.0,506,1,0.0,0.0,5,0.0,0.1216
C202506-HI-002802,202506,Hidra,1020.0,515,1,31902.22,23385.17,0,0.0,0.054
C202506-HI-002803,202506,Hidra,1005.0,513,1,31272.68,20326.48,0,0.0,0.1142
C202506-HI-002804,202506,Hidra,1004.0,508,1,0.0,0.0,0,0.0,0.1173
C202506-HI-002805,202506,Hidra,1013.0,505,1,49224.84,51475.98,0,0.0,0.1999
C202506-HI-002806,202506,Hidra,1014.0,505,1,34041.37,27600.6,0,0.0,0.1257
C202506-HI-002807,202506,Hidra,1003.0,513,1,14786.29,13798.23,10,0.0,0.1688
C202506-HI-002808,202506,Hidra,1011.0,512,1,34969.13,36019.6,0,0.0,0.0994
C202506-HI-002809,202506,Hidra,1003.0,507,1,12244.06,10620.75,0,0.0,0.1251
C202506-HI-002810,202506,Hidra,1020.0,515,1,31606.74,20206.57,0,0.0,0.1318
C202506-HI-002811,202506,Hidra,1009.0,504,1,0.0,0.0,0,0.0,0.1548
C202506-HI-002812,202506,Hidra,1016.0,511,1,15152.84,11753.76,0,0.0,0.1217
C202506-HI-002813,202506,Hidra,1017.0,511,1,498.57,513.64,0,0.0,0.1235
C202506-HI-002814,202506,Hidra,1013.0,515,1,37390.47,30562.8,0,0.0,0.1104
C202506-HI-002815,202506,Hidra,1011.0,501,1,48082.51,45007.03,0,0.0,0.1652
C202506-HI-002816,202506,Hidra,1005.0,515,1,20697.82,13161.55,0,0.0,0.1081
C202506-HI-002817,202506,Hidra,1014.0,502,1,43142.12,38869.67,0,0.0,0.1363
C202506-HI-002818,202506,Hidra,1006.0,501,1,6764.23,5724.11,0,0.0,0.1883
C202506-HI-002819,202506,Hidra,1018.0,504,1,4851.12,4292.75,0,0.0,0.1857
C202506-HI-002820,202506,Hidra,1017.0,509,1,611.56,393.84,0,0.0,0.1783
C202506-HI-002821,202506,Hidra,1014.0,509,1,31640.15,23141.26,0,0.0,0.1555
C202506-HI-002822,202506,Hidra,1011.0,501,1,11443.51,10827.38,0,0.0,0.1404
C202506-HI-002823,202506,Hidra,1007.0,504,1,14673.9,11894.57,0,0.0,0.1486
C202506-HI-002824,202506,Hidra,1019.0,514,1,5968.93,6163.41,0,0.0,0.1466
C202506-HI-002825,202506,Hidra,1005.0,507,1,9404.28,8414.87,0,0.0,0.1673
C202506-HI-002826,202506,Hidra,1018.0,510,1,10805.95,9278.52,0,0.0,0.0795
C202506-HI-002827,202506,Hidra,1015.0,507,1,2154.56,2106.42,0,0.0,0.1455
C202506-HI-002828,202506,Hidra,1004.0,510,1,0.0,0.0,5,0.0,0.1485
C202506-HI-002829,202506,Hidra,1015.0,501,1,3815.18,2506.23,5,0.0,0.1354
C202506-HI-002830,202513,Hidra,1012.0,512,1,0.0,0.0,0,0.0,0.1437
C202506-HI-002831,202506,Hidra,1007.0,512,1,10604.15,10648.36,0,0.0,0.1612
C202506-HI-002832,202506,Hidra,1017.0,515,1,998.92,983.48,0,0.0,0.0956
C202506-HI-002833,202506,Hidra,1016.0,514,1,11052.72,6941.62,0,0.0,0.1449
C202506-HI-002834,202506,Hidra,1003.0,505,1,16910.72,14158.99,0,0.0,0.1532
C202506-HI-002835,202506,Hidra,1012.0,509,1,0.0,0.0,0,0.0,0.1322
C202506-HI-002836,202506,Hidra,1010.0,501,1,43757.97,43139.64,0,0.0,0.1698
C202506-HI-002837,202506,Hidra,1020.0,504,1,39793.24,25004.55,0,0.0,0.1509
C202506-HI-002838,202506,Hidra,1017.0,505,1,679.64,691.35,0,0.0,0.1256
C202506-HI-002839,202506,Hidra,1018.0,501,1,3038.58,2455.58,0,0.0,0.1423
C202506-HI-002840,202506,Hidra,1001.0,505,1,0.0,0.0,0,0.0,0.1487
C202506-HI-002841,202506,Hidra,1014.0,509,1,30592.42,20063.11,0,0.0,0.1386
C202506-HI-002842,202506,Hidra,1010.0,515,1,15058.08,11400.77,5,0.0,0.15
C202506-HI-002843,202506,Hidra,1002.0,506,1,322.56,253.1,0,0.0,0.1767
C202506-HI-002844,202506,Hidra,1020.0,505,1,23722.45,14914.85,0,0.0,0.1286
C202506-HI-002845,202506,Hidra,1002.0,507,1,393.41,336.61,0,0.0,0.1318
C202506-HI-002846,202506,Hidra,1003.0,508,1,11924.99,12145.51,0,0.0,0.105
C202506-HI-002847,202506,Hidra,1001.0,504,1,0.0,0.0,0,0.0,0.1961
C202506-HI-002848,202506,Hidra,1016.0,513,1,12950.53,9306.3,0,0.0,0.1417
C202506-HI-002849,202506,Hidra,1010.0,509,1,32470.88,20436.31,0,0.0,0.2042
C202506-HI-002850,202506,Hidra,1005.0,512,1,28632.14,23915.36,0,0.0,0.1188
C202506-HI-002851,202506,Hidra,1005.0,504,1,26561.12,16575.58,0,0.0,0.2031
C202506-HI-002852,202506,Hidra,1002.0,511,1,396.11,331.35,0,0.0,0.1571
C202506-HI-002853,202506,Hidra,1015.0,515,1,4375.45,2955.82,0,0.0,0.1291
C202506-HI-002854,202506,Hidra,1001.0,501,1,0.0,0.0,0,0.0,0.1704
C202506-HI-002855,202506,Hidra,1009.0,514,1,0.0,0.0,0,0.0,0.1452
C202506-HI-002856,202506,Hidra,1001.0,505,1,0.0,0.0,0,0.0,0.1882
C202506-HI-002857,202506,Hidra,1016.0,501,1,14464.85,13240.56,0,0.0,0.1518
C202506-HI-002858,202506,Hidra,1009.0,509,1,0.0,0.0,0,0.0,0.1731
C202506-HI-002859,202506,Hidra,1013.0,512,1,36474.29,28588.42,0,0.0,0.1299
C202506-HI-002860,202506,Hidra,1014.0,509,1,46479.66,45129.41,0,0.0,0.1591
C202506-HI-002861,202506,Hidra,1002.0,512,1,707.93,583.46,10,0.0,0.1409
C202506-HI-002862,202506,Hidra,1011.0,510,1,24433.26,25310.68,0,0.0,0.1511
C202506-HI-002863,202506,Hidra,1014.0,503,1,21311.6,20490.91,0,0.0,0.0763
C202506-HI-002864,202506,Hidra,1001.0,501,1,0.0,0.0,0,0.0,0.1657
C202506-HI-002865,202506,Hidra,1020.0,510,1,51285.08,37314.8,0,0.0,0.1078
C202506-HI-002866,202506,Hidra,1003.0,510,1,9135.11,8538.51,0,0.0,0.1225
C202506-HI-002867,202506,Hidra,1011.0,511,1,45194.17,35992.43,0,0.0,0.1179
C202506-HI-002868,202506,Hidra,1018.0,508,1,4482.91,3215.93,0,0.0,0.1748
C202506-HI-002869,202506,Hidra,1011.0,510,1,30898.32,31174.04,0,0.0,0.1063
C202506-HI-002870,202506,Hidra,1017.0,510,1,758.37,654.78,0,0.0,0.0876
C202506-HI-002871,202506,Hidra,1018.0,513,1,5228.45,3358.62,0,0.0,0.137
C202506-HI-002872,202506,Hidra,1007.0,513,1,9647.2,9508.28,0,0.0,0.1265
C202506-HI-002873,202506,Hidra,1004.0,514,1,0.0,0.0,60,0.0,0.1467
C202506-HI-002874,202506,Hidra,1005.0,508,1,19830.99,19016.52,0,0.0,0.1337
C202506-HI-002875,202506,Hidra,1005.0,506,1,49240.94,32793.3,0,0.0,0.168
C202506-HI-002876,202506,Hidra,1013.0,506,1,26983.64,17746.98,0,0.0,0.1342
C202506-HI-002877,202506,Hidra,1005.0,503,1,45673.86,37800.01,0,0.0,0.1567
C202506-HI-002878,202506,Hidra,1006.0,507,1,2396.26,1553.7,0,0.0,0.2322
C202506-HI-002879,202506,Hidra,1019.0,502,1,5307.47,5144.61,0,0.0,0.1415
C202506-HI-002880,202506,Hidra,1003.0,510,1,18234.99,11377.42,0,0.0,0.2026
C202506-HI-002881,202506,Hidra,1008.0,508,1,14955.94,13943.07,0,0.0,0.1365
C202506-HI-002882,202506,Hidra,1020.0,503,1,27009.33,19664.45,0,0.0,0.1059
C202506-HI-002883,202506,Hidra,1010.0,506,1,51593.62,46124.28,0,0.0,0.212
C202506-HI-002884,202506,Hidra,1009.0,508,1,0.0,0.0,5,0.0,0.1526
C202506-HI-002885,202506,Hidra,1015.0,503,1,7153.35,6233.21,0,0.0,0.0799
C202506-HI-002886,202506,Hidra,1017.0,503,1,503.11,455.9,0,0.0,0.0999
C202506-HI-002887,202506,Hidra,1007.0,505,1,16994.99,17115.08,0,0.0,0.1917
C202506-HI-002888,202506,Hidra,1006.0,505,1,5664.71,5885.88,0,0.0,0.1779
C202506-HI-002889,202506,Hidra,1004.0,514,1,0.0,0.0,0,0.0,0.077
C202506-HI-002890,202506,Hidra,1019.0,509,1,6964.85,5584.08,0,0.0,0.1851
C202506-HI-002891,202506,Hidra,1010.0,510,1,61493.03,58267.41,0,0.0,0.1327
C202506-HI-002892,202506,Hidra,1002.0,503,1,712.27,638.76,0,0.0,0.1021
C202506-HI-002893,202506,Hidra,1020.0,501,1,49944.3,43693.92,0,0.0,0.1643
C202506-HI-002894,202506,Hidra,1013.0,507,1,24555.1,24347.63,0,0.0,0.1951
C202506-HI-002895,202506,Hidra,1007.0,507,1,11289.11,10823.83,0,0.0,0.1705
C202506-HI-002896,202506,Hidra,1012.0,505,1,0.0,0.0,0,0.0,0.0941
C202506-HI-002897,202506,Hidra,1002.0,505,1,527.09,526.32,0,0.0,0.214
C202506-HI-002898,202506,Hidra,1003.0,501,1,18651.61,11890.54,0,0.0,0.1526
C202506-HI-002899,202506,Hidra,1013.0,508,1,54583.38,56036.59,0,0.0,0.1665
C202506-HI-002900,202506,Hidra,1003.0,515,1,19786.1,18788.75,0,0.0,0.0445
C202506-HI-002901,202506,Hidra,1007.0,501,1,6883.78,5669.83,5,0.0,0.1723
C202506-HI-002902,202506,Hidra,1015.0,506,1,2340.23,2266.16,0,0.0,0.1647
C202506-HI-002903,202506,Hidra,1008.0,512,1,3670.28,2834.28,0,0.0,0.0993
C202506-HI-002904,202506,Hidra,1013.0,509,1,39462.99,30731.99,0,0.0,0.1114
C202506-HI-002905,202506,Hidra,1017.0,510,1,281.16,172.26,0,0.0,0.1048
C202506-HI-002906,202506,Hidra,1006.0,514,1,5223.68,3224.22,0,0.0,0.118
C202506-HI-002907,202506,Hidra,1010.0,503,1,44705.8,46868.64,0,0.0,0.207
C202506-HI-002908,202506,Hidra,1007.0,513,1,7355.66,6788.51,0,0.0,0.1557
C202506-HI-002909,202506,Hidra,1013.0,510,1,25467.56,19480.91,0,0.0,0.0728
C202506-HI-002910,202506,Hidra,1010.0,505,1,33584.96,32533.04,0,0.0,0.1601
C202506-HI-002911,202506,Hidra,1018.0,502,1,5352.08,4185.04,0,0.0,0.1424
C202506-HI-002912,202506,Hidra,1019.0,503,1,2661.3,1782.8,0,0.0,0.0938
C202506-HI-002913,202506,Hidra,1005.0,507,1,25810.04,23434.32,0,0.0,0.203
C202506-HI-002914,202506,Hidra,1006.0,513,1,5262.53,4130.17,0,0.0,0.1027
C202506-HI-002915,202506,Hidra,1015.0,509,1,4409.69,3822.17,0,0.0,0.1353
C202506-HI-002916,202506,Hidra,1016.0,999,1,7700.21,7066.75,0,0.0,0.133
C202506-HI-002917,202506,Hidra,1007.0,508,1,11425.22,9876.83,0,0.0,0.1343
C202506-HI-002918,202506,Hidra,1011.0,504,1,29490.27,21827.49,5,0.0,0.1472
C202506-HI-002919,202506,Hidra,1013.0,507,1,33762.99,31481.59,0,0.0,0.1251
C202506-HI-002920,202506,Hidra,1008.0,508,1,14155.58,11156.7,0,0.0,0.131
C202506-HI-002921,202506,Hidra,1006.0,505,1,3001.56,3082.16,5,0.0,0.1525
C202506-HI-002922,202506,Hidra,1020.0,505,1,62306.06,52170.11,0,0.0,0.1621
C202506-HI-002923,202506,Hidra,1011.0,512,1,31684.7,26238.8,0,0.0,0.1462
C202506-HI-002924,202506,Hidra,1015.0,502,1,5709.33,4707.55,0,0.0,0.1456
C202506-HI-002925,202506,Hidra,1015.0,513,1,7721.84,5553.42,0,0.0,0.1192
C202506-HI-002926,202506,Hidra,1004.0,515,1,0.0,0.0,0,0.0,0.0969
C202506-HI-002927,202506,Hidra,1019.0,502,1,3952.55,3175.27,0,0.0,0.1899
C202506-HI-002928,202506,Hidra,1008.0,512,1,10909.19,11131.6,0,0.0,0.158
C202506-HI-002929,202506,Hidra,1008.0,513,1,9117.23,9305.57,0,0.0,0.1326
C202506-HI-002930,202506,Hidra,1005.0,513,1,33315.32,28445.47,0,0.0,0.1592
C202506-HI-002931,202506,Hidra,1010.0,505,1,34338.25,22135.56,10,0.0,0.2126
C202506-HI-002932,202506,Hidra,1009.0,511,1,0.0,0.0,0,0.0,0.1007
C202506-HI-002933,202506,Hidra,1009.0,505,1,0.0,0.0,0,0.0,0.1416
C202506-HI-002934,202506,Hidra,1019.0,506,1,2885.9,2173.48,0,0.0,0.1705
C202506-HI-002935,202506,Hidra,1020.0,502,1,28636.66,23830.64,0,0.0,0.1124
C202506-HI-002936,202506,Hidra,1011.0,515,1,25428.63,26568.32,0,0.0,0.1095
C202506-HI-002937,202506,Hidra,1014.0,506,1,44637.95,31235.36,0,0.0,0.2217
C202506-HI-002938,202506,Hidra,1002.0,513,1,758.69,507.25,0,0.0,0.0675
C202506-HI-002939,202506,Hidra,1013.0,501,1,34765.58,22571.54,0,0.0,0.1575
C202506-HI-002940,202506,Hidra,1008.0,514,1,13455.15,12214.46,0,0.0,0.1092
C202506-HI-002941,202513,Hidra,1015.0,506,1,6027.92,4059.04,0,0.0,0.1681
C202506-HI-002942,202506,Hidra,1017.0,509,1,1128.79,831.16,0,0.0,0.2341
C202506-HI-002943,202506,Hidra,1004.0,510,1,0.0,0.0,0,0.0,0.0878
C202506-HI-002944,202506,Hidra,1006.0,502,1,4670.15,3844.9,0,0.0,0.1341
C202506-HI-002945,202506,Hidra,1010.0,512,1,61984.59,46024.36,0,0.0,0.1361
C202506-HI-002946,202506,Hidra,1002.0,515,1,735.07,651.85,0,0.0,0.0947
C202506-HI-002947,202506,Hidra,1016.0,502,1,13495.29,10444.22,0,0.0,0.1689
C202506-HI-002948,202506,Hidra,1015.0,508,1,2688.96,1957.28,0,0.0,0.1842
C202506-HI-002949,202506,Hidra,1006.0,511,1,3121.51,1936.65,0,0.0,0.0891
C202506-HI-002950,202506,Hidra,1008.0,502,1,13922.22,13638.55,0,0.0,0.1793
C202506-HI-002951,202506,Hidra,1006.0,507,1,7757.44,7131.5,0,0.0,0.1895
C202506-HI-002952,202506,Hidra,1004.0,510,1,0.0,0.0,0,0.0,0.136
C202506-HI-002953,202506,Hidra,1002.0,512,1,715.27,707.28,10,0.0,0.0861
C202506-HI-002954,202506,Hidra,1001.0,506,1,0.0,0.0,0,0.0,0.1227
C202506-HI-002955,202506,Hidra,1016.0,512,1,,11551.11,10,0.0,0.1038
C202506-HI-002956,202506,Hidra,1009.0,504,1,0.0,0.0,0,0.0,0.1785
C202506-HI-002957,202506,Hidra,1015.0,506,1,3949.22,3726.29,0,0.0,0.1775
C202506-HI-002958,202506,Hidra,1009.0,501,1,0.0,0.0,0,0.0,0.1235
C202506-HI-002959,202506,Hidra,1004.0,505,1,0.0,0.0,0,0.0,0.1353
C202506-HI-002960,202506,Hidra,1012.0,506,1,0.0,0.0,0,0.0,0.1995
C202506-HI-002961,202506,Hidra,1008.0,508,1,8877.89,8880.63,5,0.0,0.135
C202506-HI-002962,202506,Hidra,1016.0,512,1,6678.38,5608.11,0,0.0,0.1291
C202506-HI-002963,202506,Hidra,1015.0,513,1,3424.61,3042.7,0,0.0,0.1179
C202506-HI-002964,202506,Hidra,1014.0,508,1,19970.84,17668.38,0,0.0,0.1773
C202506-HI-002965,202506,Hidra,1006.0,506,1,6094.91,5415.9,5,0.0,0.1778
C202506-HI-002966,202506,Hidra,1015.0,514,1,8057.23,5756.69,0,0.0,0.1155
C202506-HI-002967,202506,Hidra,1016.0,515,1,10627.32,9827.7,0,0.0,0.0909
C202506-HI-002968,202506,Hidra,1012.0,501,1,0.0,0.0,5,0.0,0.125
C202506-HI-002969,202506,Hidra,1012.0,509,1,0.0,0.0,0,0.0,0.1885
C202506-HI-002970,202506,Hidra,1002.0,515,1,1274.44,916.04,30,454.99,0.1204
C202506-HI-002971,202506,Hidra,1019.0,515,1,7289.23,6755.21,0,0.0,0.1542
C202506-HI-002972,202506,Hidra,1005.0,504,1,30449.93,26511.54,0,0.0,0.1758
C202506-HI-002973,202506,Hidra,1017.0,515,1,536.73,513.48,0,0.0,0.0788
C202506-HI-002974,202506,Hidra,1010.0,513,1,43428.89,27424.08,0,0.0,0.1987
C202506-HI-002975,202506,Hidra,1002.0,513,1,-891.9,556.79,0,0.0,0.063
C202506-HI-002976,202506,Hidra,1018.0,508,1,6465.12,4764.24,0,0.0,0.1692
C202506-HI-002977,202506,Hidra,1018.0,512,1,2337.48,1484.08,0,0.0,0.1661
C202506-HI-002977,202506,Hidra,1015.0,501,1,4556.97,4295.68,0,0.0,0.2028
C202506-HI-002979,202506,Hidra,1002.0,505,1,849.18,649.12,0,0.0,0.1071
C202506-HI-002980,202506,Hidra,1019.0,503,1,6775.98,5563.3,0,0.0,0.0917
C202506-HI-002981,202506,Hidra,1019.0,507,1,4227.04,3247.64,0,0.0,0.1442
C202506-HI-002982,202506,Hidra,1018.0,508,1,4669.44,2999.49,0,0.0,0.1474
C202506-HI-002983,202506,Hidra,1019.0,503,1,4038.3,2762.12,0,0.0,0.1177
C202506-HI-002984,202506,Hidra,1001.0,511,1,0.0,0.0,0,0.0,0.1091
C202506-HI-002985,202506,Hidra,1008.0,512,1,7942.27,7999.83,0,0.0,0.1655
C202506-HI-002986,202506,Hidra,1014.0,503,1,45971.58,46256.7,0,0.0,0.119
C202506-HI-002987,202506,Hidra,1008.0,507,1,13611.35,9273.23,0,0.0,0.1397
C202506-HI-002988,202506,Hidra,1011.0,511,1,31129.04,25836.81,0,0.0,0.1086
C202506-HI-002989,202506,Hidra,1018.0,506,1,4360.11,4079.92,0,0.0,0.1776
C202506-HI-002990,202506,Hidra,1010.0,507,1,54817.08,37105.87,0,0.0,0.1554
C202506-HI-002991,202506,Hidra,1019.0,502,1,8085.82,7726.58,0,0.0,0.1705
C202506-HI-002992,202506,Hidra,1005.0,508,1,57514.49,50248.16,0,0.0,0.1609
C202506-HI-002993,202506,Hidra,1002.0,512,1,1082.86,1077.58,0,0.0,0.1292
C202506-HI-002994,202506,Hidra,1003.0,501,1,11223.08,9501.91,0,0.0,0.0849
C202506-HI-002995,202506,Hidra,,511,1,3726.6,3057.53,15,0.0,0.1272
C202506-HI-002996,202506,Hidra,1010.0,505,1,50379.5,49631.07,0,0.0,0.1311
C202506-HI-002997,202506,Hidra,1012.0,509,1,0.0,0.0,5,0.0,0.1341
C202506-HI-002998,202506,Hidra,1013.0,506,1,40285.05,38217.9,0,0.0,0.088
C202506-HI-002999,202506,Hidra,1001.0,512,1,-0.0,0.0,0,0.0,0.0823
C202506-HI-003000,202506,Hidra,1003.0,506,1,11783.69,10549.14,0,0.0,0.1284
C202507-BA-003001,202507,Banco Shield,1011.0,513,1,38514.08,33714.89,0,0.0,0.123
C202507-BA-003002,202507,Banco Shield,1006.0,503,1,3622.53,3127.02,0,0.0,0.0939
C202507-BA-003003,202507,Banco Shield,1020.0,508,1,44872.29,29365.82,0,0.0,0.0968
C202507-BA-003004,202507,Banco Shield,1016.0,501,1,15220.19,14503.6,0,0.0,0.0645
C202507-BA-003005,202507,Banco Shield,1004.0,501,1,0.0,0.0,0,0.0,0.0939
C202507-BA-003006,202507,Banco Shield,1013.0,513,1,43647.78,45294.88,0,0.0,0.1202
C202507-BA-003007,202507,Banco Shield,1014.0,508,1,36866.04,30246.7,5,0.0,0.1169
C202507-BA-003008,202507,Banco Shield,1015.0,511,1,3731.82,3737.68,0,0.0,0.0721
C202507-BA-003009,202507,Banco Shield,1009.0,508,1,0.0,0.0,0,0.0,0.0918
C202507-BA-003010,202507,Banco Shield,1010.0,510,1,72729.89,64955.28,0,0.0,0.0672
C202507-BA-003011,202507,Banco Shield,1009.0,504,1,0.0,0.0,0,0.0,0.1078
C202507-BA-003012,202507,Banco Shield,1016.0,505,1,8234.83,7797.59,0,0.0,0.1324
C202507-BA-003013,202507,Banco Shield,1010.0,515,1,35702.81,27526.46,0,0.0,0.0839
C202507-BA-003014,202507,Banco Shield,1012.0,507,1,0.0,0.0,0,0.0,0.0499
C202507-BA-003015,202507,Banco Shield,1014.0,502,1,28670.05,24760.8,0,0.0,0.083
C202507-BA-003016,202507,Banco Shield,1019.0,501,1,3243.99,2883.22,0,0.0,0.0599
C202507-BA-003017,202507,Banco Shield,1014.0,513,1,38517.7,37269.93,0,0.0,0.0801
C202507-BA-003018,202507,Banco Shield,1012.0,509,1,0.0,0.0,0,0.0,0.1217
C202507-BA-003019,202507,Banco Shield,1005.0,514,1,10359.23,8541.3,0,0.0,0.1137
